shipment_id,order_id,origin,destination,distance_km,shipment_date,delivery_date,delivery_status,transport_cost,vehicle_type
849,1794,Delhi,Hyderabad,1896,2024-01-27,2024-01-28,On-Time,11754.307775219188,Truck
850,1633,Bangalore,Pune,1528,2024-01-29,2024-02-06,Delayed,12408.338602282874,Truck
851,1193,Bangalore,Hyderabad,397,2024-01-02,2024-01-05,On-Time,5170.512241297922,Bike
852,1516,Bangalore,Hyderabad,589,2024-01-17,2024-01-21,On-Time,8018.7522915025975,Bike
853,1028,Delhi,Pune,821,2024-01-11,2024-01-20,Delayed,5232.233268594832,Van
854,1164,Mumbai,Hyderabad,1479,2024-01-11,2024-01-15,On-Time,21480.800067977136,Bike
855,1421,Delhi,Pune,125,2024-01-21,2024-01-26,On-Time,1036.0282723107616,Van
856,1338,Mumbai,Pune,628,2024-01-16,2024-01-23,Delayed,7299.330279228921,Bike
857,1647,Mumbai,Chennai,903,2024-01-02,2024-01-06,On-Time,11303.981067988832,Truck
858,1495,Delhi,Chennai,1565,2024-01-02,2024-01-03,On-Time,20531.958572082876,Truck
859,1364,Mumbai,Hyderabad,243,2024-01-23,2024-02-01,Delayed,3513.1717764090104,Bike
860,1832,Mumbai,Hyderabad,1235,2024-01-08,2024-01-12,On-Time,10039.55641815596,Van
861,1341,Bangalore,Pune,396,2024-01-13,2024-01-22,Delayed,5379.685560024156,Truck
862,1499,Mumbai,Hyderabad,1000,2024-01-10,2024-01-16,Delayed,6316.86903436207,Van
863,1656,Delhi,Pune,1434,2024-01-08,2024-01-09,On-Time,17280.28659711052,Bike
864,1510,Delhi,Pune,1842,2024-01-30,2024-02-02,On-Time,22877.22977764762,Bike
865,1326,Mumbai,Hyderabad,1657,2024-01-04,2024-01-06,On-Time,19514.87410670588,Truck
866,1216,Bangalore,Pune,1160,2024-01-15,2024-01-24,Delayed,8726.850939167774,Bike
867,1300,Bangalore,Chennai,1335,2024-01-30,2024-01-31,On-Time,18330.126012652967,Truck
868,1131,Mumbai,Hyderabad,263,2024-01-01,2024-01-10,Delayed,1759.0977586641388,Van
869,1803,Mumbai,Chennai,1738,2024-01-11,2024-01-20,Delayed,9622.17267663204,Truck
870,1069,Delhi,Hyderabad,1795,2024-01-07,2024-01-15,Delayed,21853.49658148382,Truck
871,1251,Mumbai,Pune,1986,2024-01-17,2024-01-25,Delayed,19372.94770452209,Van
872,1414,Bangalore,Hyderabad,622,2024-01-27,2024-01-28,On-Time,8391.389684142965,Truck
873,1786,Mumbai,Chennai,829,2024-01-20,2024-01-28,Delayed,7323.362299372966,Truck
874,1444,Delhi,Pune,311,2024-01-24,2024-01-27,On-Time,2078.346410258987,Bike
875,1875,Delhi,Hyderabad,779,2024-01-18,2024-01-25,Delayed,10410.884679340284,Van
876,1181,Delhi,Hyderabad,332,2024-01-22,2024-01-23,On-Time,3482.3799770450382,Truck
877,1166,Delhi,Hyderabad,1721,2024-01-29,2024-01-30,On-Time,11861.059587038008,Van
878,1090,Delhi,Chennai,1540,2024-01-22,2024-01-27,On-Time,18793.913578231262,Van
879,1713,Mumbai,Chennai,1453,2024-01-12,2024-01-17,On-Time,14691.481167252443,Truck
880,1857,Mumbai,Hyderabad,411,2024-01-09,2024-01-17,Delayed,4538.726357007715,Bike
881,1530,Mumbai,Pune,1522,2024-01-05,2024-01-12,Delayed,14624.872707504177,Van
882,1038,Mumbai,Pune,490,2024-01-10,2024-01-18,Delayed,6510.674020708231,Truck
883,1125,Delhi,Chennai,142,2024-01-04,2024-01-10,Delayed,1887.9790562699309,Van
884,1450,Bangalore,Pune,1694,2024-01-05,2024-01-11,Delayed,20487.046641705103,Bike
885,1172,Mumbai,Chennai,802,2024-01-28,2024-01-30,On-Time,4855.319046719627,Bike
886,1652,Bangalore,Hyderabad,916,2024-01-28,2024-02-03,Delayed,12263.90137504127,Bike
887,1753,Mumbai,Chennai,1497,2024-01-10,2024-01-15,On-Time,17530.06431857766,Truck
888,1219,Mumbai,Chennai,191,2024-01-11,2024-01-14,On-Time,2286.316157068212,Truck
889,1637,Bangalore,Hyderabad,1364,2024-01-21,2024-01-27,Delayed,11771.085943108808,Bike
890,1057,Delhi,Pune,1505,2024-01-24,2024-02-01,Delayed,20758.15732016295,Truck
891,1659,Mumbai,Chennai,798,2024-01-10,2024-01-19,Delayed,9778.465369874164,Bike
892,1475,Mumbai,Chennai,1925,2024-01-28,2024-01-29,On-Time,11792.366480686993,Truck
893,1455,Mumbai,Hyderabad,1897,2024-01-08,2024-01-11,On-Time,17220.549312684903,Bike
894,1828,Bangalore,Pune,1762,2024-01-02,2024-01-05,On-Time,24428.021977737695,Van
895,1894,Delhi,Chennai,702,2024-01-23,2024-01-31,Delayed,3841.3208459156003,Bike
896,1360,Bangalore,Hyderabad,750,2024-01-08,2024-01-09,On-Time,10960.624647315371,Bike
897,1934,Bangalore,Chennai,1047,2024-01-16,2024-01-21,On-Time,12345.832090305823,Truck
898,1000,Delhi,Hyderabad,98,2024-01-27,2024-01-30,On-Time,1108.748458090509,Truck
899,1386,Bangalore,Pune,1375,2024-01-22,2024-01-24,On-Time,10595.189776709882,Truck
900,1972,Delhi,Pune,930,2024-01-05,2024-01-13,Delayed,6963.763635274347,Truck
901,1347,Mumbai,Pune,1263,2024-01-27,2024-01-30,On-Time,18213.19531214096,Truck
902,1189,Delhi,Pune,1209,2024-01-25,2024-02-01,Delayed,9651.113971690544,Truck
903,1504,Mumbai,Chennai,604,2024-01-29,2024-01-30,On-Time,7704.051992182755,Van
904,1190,Bangalore,Chennai,453,2024-01-03,2024-01-09,Delayed,4045.841745878068,Bike
905,1507,Bangalore,Pune,941,2024-01-12,2024-01-15,On-Time,6015.380806084065,Bike
906,1368,Mumbai,Pune,914,2024-01-13,2024-01-21,Delayed,4667.937820935581,Bike
907,1408,Bangalore,Pune,651,2024-01-13,2024-01-19,Delayed,6798.115263969284,Van
908,1823,Delhi,Chennai,1880,2024-01-10,2024-01-12,On-Time,27744.641788719935,Bike
909,1928,Mumbai,Pune,390,2024-01-04,2024-01-10,Delayed,3389.631155855897,Van
910,1933,Bangalore,Pune,1830,2024-01-09,2024-01-16,Delayed,15686.619712072721,Van
911,1116,Mumbai,Pune,753,2024-01-22,2024-01-27,On-Time,6356.009882406299,Van
912,1133,Delhi,Hyderabad,367,2024-01-24,2024-01-27,On-Time,3745.39588290883,Bike
913,1057,Delhi,Pune,667,2024-01-23,2024-01-27,On-Time,6274.234772440039,Van
914,1555,Bangalore,Hyderabad,1436,2024-01-27,2024-01-31,On-Time,19815.574039799925,Bike
915,1684,Delhi,Hyderabad,1895,2024-01-02,2024-01-08,Delayed,19054.61900316014,Bike
916,1671,Mumbai,Pune,431,2024-01-19,2024-01-20,On-Time,4343.436282592732,Truck
917,1172,Delhi,Hyderabad,282,2024-01-01,2024-01-05,On-Time,1800.2078971119697,Truck
918,1828,Mumbai,Pune,1850,2024-01-25,2024-01-29,On-Time,27430.68150684214,Van
919,1814,Mumbai,Chennai,1417,2024-01-29,2024-01-30,On-Time,10627.115863611318,Van
920,1148,Delhi,Chennai,1622,2024-01-07,2024-01-16,Delayed,9299.965174194755,Bike
921,1079,Bangalore,Chennai,866,2024-01-17,2024-01-21,On-Time,10072.846516125308,Van
922,1885,Delhi,Chennai,602,2024-01-03,2024-01-10,Delayed,6594.105548344372,Van
923,1212,Mumbai,Hyderabad,1602,2024-01-20,2024-01-23,On-Time,14660.633376963786,Bike
924,1202,Mumbai,Pune,905,2024-01-20,2024-01-23,On-Time,8345.839716620138,Van
925,1763,Delhi,Pune,1862,2024-01-21,2024-01-29,Delayed,23927.89020988455,Van
926,1228,Bangalore,Pune,868,2024-01-30,2024-02-07,Delayed,6038.785716064954,Bike
927,1675,Bangalore,Chennai,1644,2024-01-03,2024-01-04,On-Time,21704.964563453985,Bike
928,1226,Mumbai,Chennai,232,2024-01-03,2024-01-05,On-Time,2665.093304236442,Truck
929,1658,Mumbai,Pune,1114,2024-01-17,2024-01-25,Delayed,10237.323279903901,Bike
930,1531,Bangalore,Chennai,1624,2024-01-07,2024-01-08,On-Time,15558.384733322026,Truck
931,1440,Delhi,Pune,446,2024-01-27,2024-02-04,Delayed,3374.6465440499874,Van
932,1401,Mumbai,Pune,1777,2024-01-26,2024-02-03,Delayed,22250.07169202524,Bike
933,1046,Mumbai,Pune,828,2024-01-14,2024-01-16,On-Time,8386.602866287618,Bike
934,1232,Bangalore,Pune,1567,2024-01-17,2024-01-21,On-Time,12862.79068489005,Bike
935,1304,Delhi,Pune,1732,2024-01-18,2024-01-24,Delayed,18983.588004979658,Van
936,1525,Bangalore,Pune,956,2024-01-13,2024-01-22,Delayed,14299.221361610647,Truck
937,1142,Delhi,Pune,1406,2024-01-20,2024-01-28,Delayed,13149.787651971146,Van
938,1414,Delhi,Chennai,176,2024-01-29,2024-02-06,Delayed,2500.4168653703705,Van
939,1512,Delhi,Pune,1631,2024-01-20,2024-01-27,Delayed,13782.224659169675,Bike
940,1372,Mumbai,Pune,1630,2024-01-21,2024-01-30,Delayed,9042.143122877269,Truck
941,1565,Bangalore,Chennai,50,2024-01-27,2024-01-29,On-Time,352.1210531842145,Van
942,1885,Bangalore,Chennai,1241,2024-01-18,2024-01-21,On-Time,11401.006728696562,Bike
943,1258,Delhi,Chennai,1693,2024-01-04,2024-01-12,Delayed,12183.419341106053,Van
944,1655,Mumbai,Pune,68,2024-01-01,2024-01-07,Delayed,340.15438598841376,Van
945,1470,Mumbai,Hyderabad,1405,2024-01-18,2024-01-27,Delayed,19880.77160535276,Bike
946,1952,Bangalore,Hyderabad,633,2024-01-01,2024-01-05,On-Time,8506.75667309178,Bike
947,1970,Mumbai,Chennai,505,2024-01-26,2024-02-03,Delayed,6273.575769009083,Truck
948,1011,Mumbai,Hyderabad,1006,2024-01-26,2024-01-29,On-Time,6718.214832199047,Van
949,1329,Delhi,Chennai,1182,2024-01-13,2024-01-16,On-Time,7332.697470802035,Bike
950,1735,Mumbai,Pune,1341,2024-01-20,2024-01-28,Delayed,7611.579690424658,Bike
951,1783,Delhi,Hyderabad,494,2024-01-20,2024-01-25,On-Time,6046.704192538231,Truck
952,1967,Bangalore,Pune,1313,2024-01-23,2024-01-26,On-Time,18760.248523831935,Truck
953,1357,Mumbai,Hyderabad,1374,2024-01-10,2024-01-11,On-Time,12785.562179345128,Bike
954,1971,Bangalore,Pune,651,2024-01-27,2024-01-30,On-Time,4030.6057746942734,Truck
955,1407,Bangalore,Hyderabad,152,2024-01-11,2024-01-20,Delayed,1538.8370875128019,Bike
956,1667,Mumbai,Pune,1037,2024-01-09,2024-01-14,On-Time,8802.386880345994,Van
957,1372,Mumbai,Pune,1323,2024-01-09,2024-01-11,On-Time,11573.93374915047,Truck
958,1007,Bangalore,Hyderabad,1526,2024-01-05,2024-01-12,Delayed,17111.505324616093,Van
959,1121,Mumbai,Pune,569,2024-01-26,2024-01-28,On-Time,6934.506064461931,Van
960,1347,Delhi,Pune,1226,2024-01-01,2024-01-05,On-Time,7486.0001221849525,Van
961,1675,Delhi,Pune,908,2024-01-17,2024-01-24,Delayed,4863.159295722805,Bike
962,1089,Mumbai,Hyderabad,223,2024-01-22,2024-01-26,On-Time,3332.356574989144,Van
963,1647,Bangalore,Hyderabad,1416,2024-01-02,2024-01-09,Delayed,10375.433420644214,Van
964,1697,Mumbai,Pune,1743,2024-01-24,2024-01-31,Delayed,9653.266049154441,Van
965,1315,Mumbai,Pune,1054,2024-01-13,2024-01-14,On-Time,7271.285968670997,Bike
966,1177,Bangalore,Hyderabad,480,2024-01-09,2024-01-15,Delayed,2586.9976624726282,Van
967,1539,Bangalore,Hyderabad,776,2024-01-29,2024-02-07,Delayed,6920.452542229253,Van
968,1731,Delhi,Pune,1762,2024-01-04,2024-01-06,On-Time,22948.319442032334,Truck
969,1868,Bangalore,Pune,1760,2024-01-05,2024-01-08,On-Time,14805.90231573588,Bike
970,1040,Delhi,Pune,1925,2024-01-11,2024-01-16,On-Time,18175.530582408555,Van
971,1739,Bangalore,Chennai,899,2024-01-24,2024-02-02,Delayed,10568.525094371274,Truck
972,1703,Mumbai,Hyderabad,1731,2024-01-19,2024-01-23,On-Time,17463.956352909627,Bike
973,1922,Delhi,Chennai,1397,2024-01-21,2024-01-22,On-Time,19019.3962337179,Bike
974,1501,Delhi,Hyderabad,1039,2024-01-03,2024-01-07,On-Time,14193.11066372541,Bike
975,1958,Delhi,Hyderabad,1746,2024-01-12,2024-01-18,Delayed,8903.040743275542,Bike
976,1144,Mumbai,Hyderabad,688,2024-01-26,2024-01-31,On-Time,8792.95858860441,Bike
977,1200,Mumbai,Hyderabad,469,2024-01-19,2024-01-20,On-Time,4505.840585133451,Bike
978,1928,Mumbai,Hyderabad,643,2024-01-19,2024-01-23,On-Time,9573.244680582553,Van
979,1723,Mumbai,Hyderabad,534,2024-01-13,2024-01-19,Delayed,5250.459285174824,Van
980,1460,Mumbai,Hyderabad,1732,2024-01-28,2024-02-01,On-Time,25753.037774125314,Van
981,1731,Delhi,Chennai,1824,2024-01-07,2024-01-16,Delayed,22883.345148392636,Van
982,1751,Mumbai,Pune,461,2024-01-15,2024-01-20,On-Time,3451.068518067342,Truck
983,1924,Delhi,Pune,985,2024-01-23,2024-01-31,Delayed,10228.190545976531,Van
984,1908,Mumbai,Chennai,1157,2024-01-07,2024-01-16,Delayed,17264.009348767202,Bike
985,1557,Bangalore,Chennai,1186,2024-01-26,2024-01-31,On-Time,16100.313007937815,Van
986,1546,Delhi,Chennai,1810,2024-01-08,2024-01-14,Delayed,10812.340777621102,Van
987,1252,Bangalore,Chennai,381,2024-01-05,2024-01-06,On-Time,4596.277307846085,Bike
988,1389,Delhi,Hyderabad,1451,2024-01-21,2024-01-28,Delayed,12269.359790985498,Van
989,1593,Bangalore,Pune,1828,2024-01-14,2024-01-18,On-Time,9267.635747172764,Van
990,1882,Mumbai,Hyderabad,704,2024-01-04,2024-01-06,On-Time,6360.5060219500765,Van
991,1255,Mumbai,Pune,90,2024-01-23,2024-01-28,On-Time,661.2789795524741,Truck
992,1708,Mumbai,Pune,1843,2024-01-10,2024-01-13,On-Time,24306.76065569229,Van
993,1814,Delhi,Chennai,1008,2024-01-20,2024-01-26,Delayed,8440.292537165316,Bike
994,1920,Bangalore,Hyderabad,1870,2024-01-15,2024-01-23,Delayed,24824.69307693638,Bike
995,1449,Mumbai,Chennai,154,2024-01-18,2024-01-25,Delayed,770.9208258055847,Van
996,1009,Bangalore,Hyderabad,251,2024-01-20,2024-01-23,On-Time,2027.6260665655589,Van
997,1823,Bangalore,Pune,499,2024-01-13,2024-01-21,Delayed,3698.414419395732,Van
998,1797,Mumbai,Chennai,1892,2024-01-29,2024-01-31,On-Time,13879.094471418119,Bike
999,1241,Mumbai,Chennai,1916,2024-01-08,2024-01-17,Delayed,10886.455634706266,Bike
1000,1250,Bangalore,Pune,1339,2024-01-09,2024-01-13,On-Time,9200.593980796619,Truck
